# TOKENS DE ATS POR FAMILIA - LISTA VERSIONADA, 18/09/2026 08h36 UTC (Jhon A, 17o turno)
#
# POR QUE ESTE ARQUIVO EXISTE: ate hoje cada varredura remontava a fila de tokens por REGEX
# SOBRE URL nos arquivos do repositorio, e isso apagava silenciosamente todo token que mora
# numa COLUNA `token` e nunca foi escrito como URL. Medido em 18/09: 147 tokens invisiveis a
# regex de URL (Ashby +30 sobre 24, BambooHR +41 sobre 87, Lever +20 sobre 27, Teamtailor +17,
# Greenhouse +14, Workable +14, Recruitee +10, SmartRecruiters +1). A varredura de 00h41 e a
# minha das 08h30 rodaram as duas sobre a lista curta. Varredos os 147 na janela de 18/09:
# 2.843 vagas a mais, 123 publicadas a mais, ZERO acerto da disciplina - o buraco era de
# COBERTURA e nao de resultado, mas ninguem podia saber isso antes de medir.
#
# COMO USAR: leia ESTE arquivo para montar a fila. Nao remonte por regex.
#
# COLUNA origem
#   url    -> o token aparece como URL em algum arquivo (era o que a regex achava)
#   coluna -> o token SO existe como coluna `token`; era invisivel para toda varredura anterior
#
# COLUNA adivinhado - e a parte que mais importa no Teamtailor
#   sim      -> token que entrou por ADIVINHACAO DE SLUG na rodada de 10/09
#               (quadros-tt-rec-1545-1009.csv) e cuja identidade NUNCA foi conferida contra o
#               nome da casa. 00h41 de hoje mediu que 77% do volume e 91% da recencia da
#               familia Teamtailor vinham daqui, e que o campo `title` do JSON Feed DESMENTE o
#               slug um por um: `house` e a Iam, `rhino` e a Diamond, `seven` e a Baar,
#               `habitat` e a HEALTH CITY, `black` e a Eventus, `butter` e a All Gravy.
#               NAO CONTE a vaga desses tokens sem comparar `title` com o nome da casa.
#   suspeito -> veio da rodada de adivinhacao de 10/09 e DEPOIS foi promovido para o
#               docs/index.html ou para o processados.csv. A promocao nao e prova de
#               identidade: pode ter sido a propria rodada de adivinhacao que o promoveu.
#   nao      -> o token tem origem independente da rodada de adivinhacao.
#
# ARMADILHA MEDIDA HOJE, E ELA ESTA DENTRO DE UM ARQUIVO DESTE REPOSITORIO: a coluna
#   `conferido` do quadros-fora-censo-1209.csv registra LEITURA CONFERIDA, nao IDENTIDADE
#   CONFERIDA. Ela diz `SIM` para `black`, `habitat`, `seven` e `butter` - os quatro que 00h41
#   provou serem casa nenhuma da area. Aquele arquivo apenas RETESTOU a mesma lista adivinhada,
#   entao ele NAO e evidencia independente e nao promove token a real. Por isso, aqui,
#   quadros-fora-censo-1209.csv nao conta como origem independente.
#
# ATENCAO SMARTRECRUITERS: o endpoint NAO e sensivel a caixa da letra e a lista antiga tinha dez
#   pares duplicados que so diferiam na caixa, e eram justamente os quadros GRANDES (Ubisoft2,
#   KeywordsStudios, NBCUniversal3, CDPROJEKTRED, MattelInc, PeopleCanFly, RodeoFX, OutpostVFX,
#   TechlandSA, GIANTSSoftwareGmbH), o que inflava a familia em ~91%. Aqui os tokens estao em
#   MINUSCULO e unicos; conte vaga por ID UNICO, nunca por quadro lido.
#
# ATENCAO WORKABLE: o 429/1015 vem com cabecalho Retry-After de 15.062 a 17.199 segundos
#   (4h11 a 4h47), medido em 18/09. A familia rende no maximo UMA leitura por token a cada
#   ~5 horas: varredura de uma vez ao dia, nunca de todo turno.
#
#
# 18/09 10h30 UTC (Jhon A, 18o turno) - COLUNAS NOVAS `identidade`, `nome_real`, `vagas_1809`:
#   a IDENTIDADE REAL dos 131 tokens adivinhados (+30 suspeitos) foi lida DE GRACA, sem
#   requisicao extra alem da propria leitura do quadro: `title` do JSON Feed no Teamtailor e
#   `company_name` da oferta no Recruitee. Nada foi apagado; as colunas velhas estao intactas.
#   valores: casa-real  = o nome devolvido e de casa de jogo/animacao/VFX de verdade
#            homonimo   = o quadro responde, mas o nome e de OUTRA empresa fora da disciplina
#            vazio      = quadro sem identidade legivel (Recruitee sem oferta, ou HTTP 404)
#            nao-aplica = token de origem independente, nao entrou nesta conferencia
#   MEDIDO: 161 tokens lidos, 47 casa-real, 103 homonimo, 11 vazio.
#   O Recruitee ainda REDIRECIONA o slug falso para o slug verdadeiro (sisu -> silverein), o que
#   e prova mais forte que o company_name: a URL final do curl entrega o locatario real.
#
# 18/09 10h40 UTC - ADENDO DO MESMO TURNO: a conferencia de identidade foi ESTENDIDA aos 95
#   tokens de Teamtailor e Recruitee de origem INDEPENDENTE (os que estavam `nao-aplica`),
#   porque nessas duas familias a identidade sai de graca e deixar 'NAO CONFERIDO' escrito
#   custava o mesmo que medir. RESULTADO: 56 casa-real, 8 HOMONIMO e 31 vazio/404.
#   HOMONIMOS de origem independente, ou seja o erro NAO era so da rodada de adivinhacao:
#     recruitee/airworks = Airworks Inflatables BV ; recruitee/headfirst = HeadFirst B.V.
#     recruitee/grafischlyceumutrecht = escola ; teamtailor/parkerschauffeurs = motoristas
#     teamtailor/podimo = podcast ; teamtailor/egmont = editora ; teamtailor/presto
#     teamtailor/clickoutmedia = midia de afiliados
#   ALIAS MORTO: 23 tokens de Teamtailor e 8 de Recruitee respondem 404/erro e varios sao o
#   MESMO quadro escrito de outro jeito - paradox/paradoxinteractive/paradoxplaza (so
#   paradox-interactive vive), sybogames (so sybo), stunlockstudios (so stunlocksstudios),
#   goodbyekansasstudios (so goodbyekansas), envar (so envarstudio), fundagames (so
#   fundaygames), snowprint (so snowprintstudios). Contar token e contar quadro NAO e a
#   mesma coisa, e a diferenca aqui e de 31 em 95.
familia,token,origem,adivinhado,arquivos_de_origem,identidade,nome_real,vagas_1809
jobvite,nathan,sonda-slug-1809,sim,familiasB-1809,nao-conferido,,5
jobvite,playground-games,sonda-slug-1809,sim,familiasB-1809,casa-real,Playground Games (ja conhecida),1
jobvite,redefine,sonda-slug-1809,sim,familiasB-1809,nao-conferido,,0
jobvite,ruffiangames,sonda-slug-1809,sim,familiasB-1809,nao-conferido,,0
jobvite,triton-digital,sonda-slug-1809,sim,familiasB-1809,nao-conferido,,0
# 19/09 02h15-03h15 UTC (Jhon A, 25o turno) - LOTE gamejobs-co-1909: 34 tokens NOVOS, achados
#   por um caminho que a campanha nao usava. O gamejobs.co tem `/search?q=<termo>` servido pelo
#   SERVIDOR (100 cards por consulta, com empresa, local e idade relativa no card) e a PAGINA DO
#   ANUNCIO carrega o link de Apply para o ATS DE VERDADE. Ou seja: ele e uma maquina de descobrir
#   LOCATARIO de ATS, nao so de descobrir vaga. Medido: 14 consultas de disciplina e de rota
#   espontanea -> 742 cards unicos, 573 com ATS resolvido, 114 empresas, e 34 locatarios que NAO
#   estavam nesta lista. Duas candidaturas da rodada sairam exatamente daqui (greenhouse
#   undeadlabsllc e teamtailor plummygames).
#   LIMITE MEDIDO: pagina 2 NAO EXISTE sem login - /search?p=2&q=... responde 302 para
#   /login?next=..., entao o alcance e 100 cards POR CONSULTA e a largura se compra com mais
#   consultas (e com os filtros `w=` de local e `c=` de empresa), nunca com paginacao.
#   identidade=casa-real porque o nome da empresa vem do proprio card do agregador, ao lado do
#   link de apply; nao e adivinhacao de slug. Nao confundir com origem independente de quadro:
#   quem quiser contar vaga desses tokens leia o quadro.
ashby,believer,gamejobs-co-1909,nao,"gjmap-1909 (search?q= do gamejobs.co, URL de apply do anuncio)",casa-real,Believer,
ashby,sleeper,gamejobs-co-1909,nao,"gjmap-1909 (search?q= do gamejobs.co, URL de apply do anuncio)",casa-real,Sleeper,
ashby,tapblaze,gamejobs-co-1909,nao,"gjmap-1909 (search?q= do gamejobs.co, URL de apply do anuncio)",casa-real,Tapblaze,
bamboohr,arvore,gamejobs-co-1909,nao,"gjmap-1909 (search?q= do gamejobs.co, URL de apply do anuncio)",casa-real,Arvore,
bamboohr,geotechbv,gamejobs-co-1909,nao,"gjmap-1909 (search?q= do gamejobs.co, URL de apply do anuncio)",casa-real,GeoTech,
bamboohr,sg,gamejobs-co-1909,nao,"gjmap-1909 (search?q= do gamejobs.co, URL de apply do anuncio)",casa-real,Schell Games,
breezy,wonder-works-studio-inc,gamejobs-co-1909,nao,"gjmap-1909 (search?q= do gamejobs.co, URL de apply do anuncio)",casa-real,Wonder Works Studio,
greenhouse,applovin,gamejobs-co-1909,nao,"gjmap-1909 (search?q= do gamejobs.co, URL de apply do anuncio)",casa-real,AppLovin,
greenhouse,bonfirestudiosinc,gamejobs-co-1909,nao,"gjmap-1909 (search?q= do gamejobs.co, URL de apply do anuncio)",casa-real,Bonfire Studios,
greenhouse,discord,gamejobs-co-1909,nao,"gjmap-1909 (search?q= do gamejobs.co, URL de apply do anuncio)",casa-real,Discord,
greenhouse,keensoftwarehouseas,gamejobs-co-1909,nao,"gjmap-1909 (search?q= do gamejobs.co, URL de apply do anuncio)",casa-real,Keen Software House,
greenhouse,kraftonamericas,gamejobs-co-1909,nao,"gjmap-1909 (search?q= do gamejobs.co, URL de apply do anuncio)",casa-real,Krafton,
greenhouse,nex,gamejobs-co-1909,nao,"gjmap-1909 (search?q= do gamejobs.co, URL de apply do anuncio)",casa-real,Nex,
greenhouse,pokemoncareers,gamejobs-co-1909,nao,"gjmap-1909 (search?q= do gamejobs.co, URL de apply do anuncio)",casa-real,The Pokémon Company International,
greenhouse,pubgmadison,gamejobs-co-1909,nao,"gjmap-1909 (search?q= do gamejobs.co, URL de apply do anuncio)",casa-real,PUBG,
greenhouse,rockstargames,gamejobs-co-1909,nao,"gjmap-1909 (search?q= do gamejobs.co, URL de apply do anuncio)",casa-real,Rockstar,
greenhouse,skillzinc,gamejobs-co-1909,nao,"gjmap-1909 (search?q= do gamejobs.co, URL de apply do anuncio)",casa-real,Skillz,
greenhouse,taketwo,gamejobs-co-1909,nao,"gjmap-1909 (search?q= do gamejobs.co, URL de apply do anuncio)",casa-real,Take-Two Interactive,
greenhouse,twitch,gamejobs-co-1909,nao,"gjmap-1909 (search?q= do gamejobs.co, URL de apply do anuncio)",casa-real,Twitch,
greenhouse,undeadlabsllc,gamejobs-co-1909,nao,"gjmap-1909 (search?q= do gamejobs.co, URL de apply do anuncio)",casa-real,Undead Labs,
greenhouse,wildlifestudios,gamejobs-co-1909,nao,"gjmap-1909 (search?q= do gamejobs.co, URL de apply do anuncio)",casa-real,Wildlife Studios,
greenhouse,zyngacareers,gamejobs-co-1909,nao,"gjmap-1909 (search?q= do gamejobs.co, URL de apply do anuncio)",casa-real,Zynga,
lever,fliff,gamejobs-co-1909,nao,"gjmap-1909 (search?q= do gamejobs.co, URL de apply do anuncio)",casa-real,Fliff,
lever,grand,gamejobs-co-1909,nao,"gjmap-1909 (search?q= do gamejobs.co, URL de apply do anuncio)",casa-real,Grand Games,
lever,mistplay,gamejobs-co-1909,nao,"gjmap-1909 (search?q= do gamejobs.co, URL de apply do anuncio)",casa-real,Mistplay,
lever,modulate,gamejobs-co-1909,nao,"gjmap-1909 (search?q= do gamejobs.co, URL de apply do anuncio)",casa-real,Modulate,
lever,peakgames,gamejobs-co-1909,nao,"gjmap-1909 (search?q= do gamejobs.co, URL de apply do anuncio)",casa-real,Peak,
lever,xsolla,gamejobs-co-1909,nao,"gjmap-1909 (search?q= do gamejobs.co, URL de apply do anuncio)",casa-real,Xsolla,
personio,aesir,gamejobs-co-1909,nao,"gjmap-1909 (search?q= do gamejobs.co, URL de apply do anuncio)",casa-real,Aesir Interactive,
personio,bongfish,gamejobs-co-1909,nao,"gjmap-1909 (search?q= do gamejobs.co, URL de apply do anuncio)",casa-real,Bongfish,
smartrecruiters,epochgames,gamejobs-co-1909,nao,"gjmap-1909 (search?q= do gamejobs.co, URL de apply do anuncio)",casa-real,Epoch Games,
smartrecruiters,oldskullgames1,gamejobs-co-1909,nao,"gjmap-1909 (search?q= do gamejobs.co, URL de apply do anuncio)",casa-real,Old Skull Games,
smartrecruiters,redpointlabs,gamejobs-co-1909,nao,"gjmap-1909 (search?q= do gamejobs.co, URL de apply do anuncio)",casa-real,RedPoint Labs,
teamtailor,plummygames,gamejobs-co-1909,nao,"gjmap-1909 (search?q= do gamejobs.co, URL de apply do anuncio)",casa-real,Plummy Games,
# 19/09 04h15-05h40 UTC (Jhon A, 26o turno) - LOTE gamejobs-co-1909b: locatarios NOVOS achados
#   pela SEGUNDA passada no gamejobs.co, agora em LARGURA (60 consultas de disciplina + 42 de rota
#   espontanea + 18 de termo lateral de personagem, com filtros w= de pais; 966 + 815 + 301 cards
#   unicos). identidade=casa-real porque o nome da empresa vem do card do agregador ao lado do link
#   de apply, e a familia vem da URL de Apply lida na PAGINA DO ANUNCIO, nao adivinhada.
#   CINCO FAMILIAS DE ATS QUE A CAMPANHA NUNCA TINHA VISTO sairam desta passada e ficam anotadas
#   aqui com o formato de URL, para a proxima rodada nao precisar redescobrir:
#     polymer     -> https://jobs.polymer.co/<slug>/<id>            (Bladework Games)
#     hiringthing -> https://<slug>.hiringthing.com/job/<id>/<nome> (Snail Games)
#     parallel    -> https://www.useparallel.com/<slug>/careers/<id> (Telescope Games)
#     dover       -> https://app.dover.io/apply/<Empresa>/<uuid>    (Elsewhere)
#     breathehr   -> https://hr.breathehr.com/v/<slug>-<id>         (Secret Mode)
#     50skills    -> https://jobs.50skills.com/<slug>/<id>          (Mainframe)
#   Nenhuma das cinco tem leitor nesta varredura ainda, entao elas NAO entram como linha de token:
#   entram como receita de URL. Quem escrever o leitor acrescenta a familia ao varre-janela-ats.py.
greenhouse,mojangab,gamejobs-co-1909b,nao,"gjmap-1909b (search?q= do gamejobs.co, URL de apply do anuncio)",casa-real,Mojang Studios,2
greenhouse,atariinc,gamejobs-co-1909b,nao,"gjmap-1909b (search?q= do gamejobs.co, URL de apply do anuncio)",casa-real,Atari,12
greenhouse,sonyinteractiveentertainmentglobal,gamejobs-co-1909b,nao,"gjmap-1909b (search?q= do gamejobs.co, URL de apply do anuncio)",casa-real,Sony Interactive Entertainment (quadro global),192
greenhouse,rushdownstudios,gamejobs-co-1909b,nao,"gjmap-1909b (search?q= do gamejobs.co, URL de apply do anuncio)",casa-real,Rushdown Studios,
lever,crytek,gamejobs-co-1909b,nao,"gjmap-1909b (search?q= do gamejobs.co, URL de apply do anuncio)",casa-real,Crytek,7
lever,spyke-games,gamejobs-co-1909b,nao,"gjmap-1909b (search?q= do gamejobs.co, URL de apply do anuncio)",casa-real,Spyke Games,11
lever,rovio-2,gamejobs-co-1909b,nao,"gjmap-1909b (search?q= do gamejobs.co, URL de apply do anuncio)",casa-real,Rovio,2
lever,theorycraftgames,gamejobs-co-1909b,nao,"gjmap-1909b (search?q= do gamejobs.co, URL de apply do anuncio)",casa-real,Theorycraft Games,
bamboohr,finalstrikegames,gamejobs-co-1909b,nao,"gjmap-1909b (search?q= do gamejobs.co, URL de apply do anuncio)",casa-real,Final Strike Games,3
bamboohr,pixeltoysltd,gamejobs-co-1909b,nao,"gjmap-1909b (search?q= do gamejobs.co, URL de apply do anuncio)",casa-real,Pixel Toys,14
ashby,spellbrush,gamejobs-co-1909b,nao,"gjmap-1909b (search?q= do gamejobs.co, URL de apply do anuncio)",casa-real,Spellbrush,11
smartrecruiters,GIANTSSoftwareGmbH,gamejobs-co-1909b,nao,"gjmap-1909b (search?q= do gamejobs.co, URL de apply do anuncio)",casa-real,GIANTS Software,4
smartrecruiters,TechlandSA,gamejobs-co-1909b,nao,"gjmap-1909b (search?q= do gamejobs.co, URL de apply do anuncio)",casa-real,Techland,24
rippling,chess,gamejobs-co-1909b,nao,"gjmap-1909b (search?q= do gamejobs.co, URL de apply do anuncio)",casa-real,Chess.com,13
